venda_id,cliente_id,veiculo_id,vendedor_id,data_venda,valor_venda,desconto_percentual,forma_pagamento,numero_parcelas,valor_entrada,status_venda
989,551,17,10,2023-11-07,1342455.93,1.92,Financiamento,36,273350.71,Concluída
990,245,2,7,2024-05-02,1044329.11,11.43,À vista,1,1044329.11,Cancelada
991,1079,10,2,2024-12-01,878407.15,7.96,Financiamento,12,312019.44,Concluída
992,584,6,3,2024-06-14,981830.71,8.25,Leasing,36,98183.07,Concluída
993,1811,3,8,2024-05-02,910079.7,7.89,Financiamento,48,324700.01,Concluída
994,1032,24,13,2024-07-16,449908.44,1.61,Financiamento,60,164892.19,Cancelada
995,1947,5,3,2024-07-08,1441421.26,8.39,Financiamento,12,518450.42,Concluída
996,1221,26,11,2023-10-14,567296.34,6.73,Financiamento,60,160230.03,Concluída
997,1333,10,15,2024-12-18,909806.11,4.67,Consórcio,60,0.0,Concluída
998,220,32,3,2024-12-21,834811.36,3.05,Leasing,36,83481.14,Cancelada
999,337,2,7,2024-07-04,1148089.93,2.63,À vista,1,1148089.93,Concluída
1000,313,4,13,2024-04-20,834466.49,1.89,Financiamento,36,248326.53,Concluída
1001,1644,36,9,2024-01-23,1201574.51,11.92,Financiamento,48,304299.59,Concluída
1002,510,15,15,2023-02-06,1415281.0,0.45,À vista,1,1415281.0,Concluída
1003,482,26,5,2024-11-24,565106.72,7.09,Financiamento,24,207922.88,Concluída
1004,735,6,8,2024-07-12,1039295.9,2.88,Financiamento,48,307984.65,Concluída
1005,40,31,2,2023-05-17,859036.15,5.39,Financiamento,24,340783.24,Concluída
1006,1753,31,3,2024-09-20,890270.53,1.95,Leasing,48,89027.05,Concluída
1007,1694,25,14,2024-09-05,661602.55,7.46,À vista,1,661602.55,Concluída
1008,1164,8,2,2024-11-24,1342088.72,7.11,À vista,1,1342088.72,Concluída
1009,1299,10,8,2024-05-14,908374.54,4.82,Financiamento,36,319526.85,Concluída
1010,62,9,8,2024-07-26,595880.48,0.31,Financiamento,24,198441.69,Concluída
1011,786,26,8,2023-02-10,591929.67,2.68,Financiamento,12,212738.25,Concluída
1012,653,18,11,2024-05-05,893122.35,1.86,À vista,1,893122.35,Concluída
1013,1794,37,6,2023-02-07,581891.06,5.82,Leasing,24,58189.11,Concluída
1014,533,7,14,2024-09-04,2074520.57,11.17,À vista,1,2074520.57,Concluída
1015,1199,26,1,2024-05-16,578244.49,4.93,À vista,1,578244.49,Concluída
1016,1622,35,5,2024-09-08,779535.11,1.26,Consórcio,60,0.0,Concluída
1017,1176,34,3,2023-09-01,640814.29,0.27,Leasing,36,64081.43,Concluída
1018,1567,24,7,2024-10-12,430565.9,5.84,À vista,1,430565.9,Concluída
1019,1707,34,13,2023-12-06,597827.75,6.96,À vista,1,597827.75,Concluída
1020,249,13,14,2023-06-26,636068.43,7.93,À vista,1,636068.43,Concluída
1021,893,29,14,2023-04-11,683970.72,4.27,Consórcio,72,0.0,Concluída
1022,123,10,4,2023-09-20,953707.38,0.07,Financiamento,24,231828.95,Concluída
1023,1318,6,10,2023-05-18,1001199.8,6.44,Financiamento,24,237643.35,Concluída
1024,15,33,1,2024-09-09,981604.16,6.87,À vista,1,981604.16,Concluída
1025,48,19,7,2024-05-26,1030818.19,8.64,Financiamento,36,223017.72,Cancelada
1026,1739,38,8,2023-04-25,884219.78,1.25,À vista,1,884219.78,Concluída
1027,986,19,15,2024-01-05,990763.41,12.19,À vista,1,990763.41,Concluída
1028,1817,37,10,2023-08-23,602280.11,2.52,À vista,1,602280.11,Concluída
1029,1824,37,2,2023-12-15,584362.46,5.42,Consórcio,72,0.0,Concluída
1030,609,26,14,2023-12-04,589983.33,3.0,À vista,1,589983.33,Concluída
1031,483,20,10,2023-11-27,1627018.73,12.33,Leasing,48,162701.87,Concluída
1032,1121,5,8,2023-02-17,1354567.8,13.91,Financiamento,12,381131.86,Concluída
1033,287,6,11,2023-03-21,1022281.07,4.47,Consórcio,60,0.0,Concluída
1034,1415,4,7,2023-04-12,816435.01,4.01,Financiamento,24,320223.68,Concluída
1035,1687,2,9,2024-05-23,1132525.81,3.95,Financiamento,48,345862.23,Concluída
1036,952,8,12,2024-11-24,1382688.02,4.3,Financiamento,12,333827.57,Concluída
1037,406,33,12,2023-06-21,1037361.55,1.58,Financiamento,36,214367.04,Concluída
1038,1398,27,11,2024-12-27,524865.47,0.5,Financiamento,24,208453.51,Concluída
1039,553,13,1,2023-10-28,641042.57,7.21,À vista,1,641042.57,Concluída
1040,1408,16,8,2023-10-15,1033100.12,13.48,Financiamento,48,341548.12,Cancelada
1041,203,2,5,2023-08-08,1141369.06,3.2,Financiamento,48,335832.86,Concluída
1042,639,1,1,2024-02-10,968608.83,2.83,Leasing,48,96860.88,Concluída
1043,1189,3,2,2023-03-03,958888.67,2.95,Consórcio,72,0.0,Concluída
1044,261,30,4,2024-12-23,843771.95,9.65,Leasing,36,84377.2,Concluída
1045,1035,1,2,2024-10-21,944186.77,5.28,Consórcio,84,0.0,Concluída
1046,741,25,8,2023-06-05,678332.07,5.12,Consórcio,84,0.0,Cancelada
1047,1655,16,14,2024-06-26,1096265.86,8.19,Financiamento,24,222753.22,Concluída
1048,155,34,4,2023-09-26,619610.16,3.57,Consórcio,72,0.0,Concluída
1049,1009,18,14,2024-01-14,887753.06,2.45,Financiamento,48,292394.74,Concluída
1050,546,3,2,2024-04-01,978056.56,1.01,Financiamento,48,195779.19,Concluída
1051,1213,36,9,2023-09-25,1187114.14,12.98,À vista,1,1187114.14,Concluída
1052,1504,27,4,2023-07-23,502024.59,4.83,Financiamento,60,141219.17,Concluída
1053,589,6,1,2023-06-03,989535.54,7.53,Financiamento,36,212977.13,Concluída
1054,845,37,15,2024-04-13,595669.12,3.59,À vista,1,595669.12,Concluída
1055,1459,27,8,2023-05-14,509462.38,3.42,Leasing,24,50946.24,Concluída
1056,1899,28,6,2024-05-25,551633.91,4.91,À vista,1,551633.91,Concluída
1057,1395,22,11,2023-07-22,392819.99,0.42,À vista,1,392819.99,Concluída
1058,879,25,11,2023-12-19,678904.02,5.04,Financiamento,12,254378.33,Concluída
1059,1095,16,15,2024-05-14,1030234.38,13.72,Consórcio,72,0.0,Concluída
1060,1411,16,14,2024-09-24,1137460.91,4.74,Consórcio,84,0.0,Concluída
1061,987,9,6,2024-06-12,594565.46,0.53,Financiamento,12,204139.02,Concluída
1062,1596,4,7,2024-01-17,836592.85,1.64,Financiamento,60,240082.23,Concluída
1063,1212,32,10,2023-12-23,836361.29,2.87,Financiamento,48,284804.12,Concluída
1064,792,30,3,2024-02-21,897937.72,3.85,À vista,1,897937.72,Concluída
1065,108,1,8,2023-05-18,922854.85,7.42,À vista,1,922854.85,Concluída
1066,347,4,1,2024-07-23,801465.47,5.77,Financiamento,36,282096.41,Concluída
1067,1063,5,6,2024-06-25,1472732.56,6.4,Consórcio,60,0.0,Concluída
1068,232,13,7,2024-11-03,661560.91,4.24,Consórcio,60,0.0,Concluída
1069,1731,32,14,2024-10-13,797182.42,7.42,À vista,1,797182.42,Concluída
1070,438,20,15,2023-12-17,1704964.2,8.13,Financiamento,60,468461.47,Concluída
1071,73,32,15,2024-07-07,817848.2,5.02,Financiamento,12,224749.3,Concluída
1072,303,23,5,2024-12-17,542449.32,6.12,Financiamento,36,180742.69,Concluída
1073,1428,30,12,2023-10-01,900365.84,3.59,Financiamento,12,278492.67,Concluída
1074,1269,19,7,2024-10-08,973838.85,13.69,À vista,1,973838.85,Concluída
1075,1570,4,12,2024-09-24,803506.77,5.53,À vista,1,803506.77,Concluída
1076,1054,16,2,2024-06-17,1132326.45,5.17,Consórcio,60,0.0,Concluída
1077,924,37,7,2023-07-27,609817.88,1.3,À vista,1,609817.88,Concluída
1078,1376,35,1,2024-04-09,755297.99,4.33,À vista,1,755297.99,Concluída
1079,1794,34,15,2024-12-04,563901.15,12.24,Leasing,24,56390.12,Concluída
1080,1912,23,2,2023-06-15,573593.36,0.73,Consórcio,72,0.0,Concluída
1081,401,18,1,2023-03-15,848802.95,6.73,Leasing,36,84880.3,Concluída
1082,152,17,3,2023-08-26,1365724.43,0.22,Financiamento,60,336636.85,Concluída
1083,1966,14,6,2023-03-12,649661.87,7.08,À vista,1,649661.87,Concluída
1084,1550,13,7,2024-10-10,645394.95,6.58,À vista,1,645394.95,Concluída
1085,355,25,4,2023-12-23,651521.94,8.87,Consórcio,72,0.0,Concluída
1086,315,30,14,2023-09-04,862543.19,7.64,À vista,1,862543.19,Concluída
1087,545,21,7,2024-10-17,478619.96,1.49,Leasing,48,47862.0,Concluída
1088,1227,34,8,2023-12-27,593394.16,7.65,Consórcio,72,0.0,Concluída
1089,1847,16,9,2024-01-04,1135431.01,4.91,Financiamento,24,228642.59,Concluída
1090,1040,26,14,2024-08-27,567053.05,6.77,Financiamento,48,214075.91,Concluída
1091,1453,17,6,2023-03-03,1266491.1,7.47,Financiamento,12,397001.5,Concluída
1092,115,22,6,2024-11-05,388835.77,1.43,Financiamento,48,91962.77,Cancelada
1093,216,35,8,2023-12-15,735324.08,6.86,À vista,1,735324.08,Concluída
1094,332,29,7,2023-06-12,698188.85,2.28,Consórcio,84,0.0,Concluída
1095,1705,24,1,2024-05-19,424438.48,7.18,À vista,1,424438.48,Concluída
1096,1204,9,10,2024-11-28,589185.86,1.43,Financiamento,36,186623.94,Concluída
1097,1390,30,4,2024-07-21,915588.29,1.96,Financiamento,48,310645.35,Concluída
1098,1894,29,11,2024-06-23,689329.31,3.52,Leasing,36,68932.93,Concluída
1099,1746,26,4,2024-02-27,574108.52,5.61,À vista,1,574108.52,Concluída
1100,1932,13,11,2023-12-05,630196.18,8.78,À vista,1,630196.18,Concluída
1101,1430,16,11,2023-08-16,1108564.67,7.16,Financiamento,48,401137.93,Concluída
1102,235,37,12,2023-11-23,605801.86,1.95,Consórcio,84,0.0,Concluída
1103,1694,17,8,2023-06-23,1276619.74,6.73,Financiamento,24,450933.78,Concluída
1104,410,14,14,2024-09-16,675251.22,3.42,Financiamento,12,230193.31,Concluída
1105,244,25,12,2023-11-18,675758.3,5.48,Consórcio,72,0.0,Concluída
1106,1662,8,4,2023-05-20,1382543.54,4.31,Financiamento,48,338519.94,Concluída
1107,1862,14,14,2023-02-04,690003.55,1.31,Consórcio,72,0.0,Concluída
1108,602,29,8,2024-09-02,689829.45,3.45,À vista,1,689829.45,Concluída
1109,1699,16,7,2023-11-04,1027488.04,13.95,Consórcio,72,0.0,Concluída
1110,262,5,13,2024-12-12,1443466.72,8.26,Consórcio,72,0.0,Concluída
1111,1509,19,4,2024-06-16,1099193.39,2.58,À vista,1,1099193.39,Concluída
1112,105,35,14,2023-03-26,737929.38,6.53,Leasing,24,73792.94,Concluída
1113,1788,3,7,2023-09-26,920058.86,6.88,Financiamento,60,354125.05,Concluída
1114,1309,14,11,2024-06-02,693988.78,0.74,À vista,1,693988.78,Concluída
1115,56,6,9,2024-12-10,1048605.9,2.01,Financiamento,24,226541.37,Concluída
1116,1585,8,2,2023-06-27,1371418.46,5.08,Consórcio,84,0.0,Concluída
1117,1557,32,5,2024-07-01,815351.08,5.31,Financiamento,12,313353.8,Concluída
1118,244,26,3,2024-10-03,574473.46,5.55,Financiamento,12,122934.12,Concluída
1119,758,29,3,2024-08-16,694187.77,2.84,Consórcio,84,0.0,Concluída
1120,1499,5,9,2024-11-19,1373921.01,12.68,Leasing,36,137392.1,Concluída
1121,692,17,9,2024-02-26,1256773.07,8.18,Financiamento,48,319667.67,Cancelada
1122,1775,14,6,2024-05-27,657842.07,5.91,Financiamento,60,160321.89,Concluída
1123,1160,26,6,2023-05-25,560909.93,7.78,Consórcio,60,0.0,Concluída
1124,1088,7,14,2024-09-25,2245237.05,3.86,À vista,1,2245237.05,Concluída
1125,992,37,2,2024-08-22,588440.27,4.76,Financiamento,48,217721.94,Concluída
1126,1093,3,15,2023-05-28,919564.84,6.93,Consórcio,84,0.0,Cancelada
1127,927,2,14,2024-01-03,1167898.82,0.95,Financiamento,60,330069.22,Concluída
1128,26,18,3,2024-12-13,860724.6,5.42,À vista,1,860724.6,Concluída
1129,888,30,2,2023-03-13,887011.17,5.02,Financiamento,36,328669.55,Concluída
1130,1343,35,6,2023-10-22,753482.18,4.56,Financiamento,48,163528.93,Concluída
1131,325,26,9,2024-12-21,549110.26,9.72,Leasing,24,54911.03,Concluída
1132,986,10,10,2023-08-23,944640.81,1.02,Financiamento,12,251980.64,Concluída
1133,1880,7,7,2024-02-18,2094838.4,10.3,Financiamento,12,716728.55,Concluída
1134,1511,37,3,2023-11-07,611795.0,0.98,À vista,1,611795.0,Concluída
1135,209,14,13,2023-11-19,664554.03,4.95,Financiamento,60,259696.42,Concluída
1136,43,27,3,2023-06-25,513049.4,2.74,À vista,1,513049.4,Concluída
1137,704,10,1,2024-03-17,918586.36,3.75,Financiamento,12,282469.86,Concluída
1138,1003,8,11,2023-11-22,1307124.19,9.53,Consórcio,84,0.0,Concluída
1139,1768,28,9,2023-11-01,574432.54,0.98,À vista,1,574432.54,Concluída
1140,1099,13,7,2024-06-26,675723.4,2.19,Financiamento,24,183230.14,Concluída
1141,512,1,14,2023-06-27,954354.32,4.26,Financiamento,60,370595.24,Concluída
1142,1876,30,10,2024-05-03,879166.47,5.86,Financiamento,60,264938.99,Concluída
1143,589,16,12,2024-08-13,1017099.73,14.82,Consórcio,84,0.0,Concluída
1144,1450,10,14,2023-06-16,879647.84,7.83,Financiamento,12,251129.49,Concluída
1145,643,25,6,2024-11-14,666964.58,6.71,Financiamento,24,205672.89,Concluída
1146,1516,35,8,2024-11-01,760113.84,3.72,À vista,1,760113.84,Concluída
1147,1246,7,13,2024-09-13,2200631.24,5.77,Financiamento,36,479475.72,Concluída
1148,1610,20,14,2023-02-04,1668032.89,10.12,Financiamento,12,584689.68,Concluída
1149,1025,2,5,2023-07-10,1095384.15,7.1,Financiamento,24,289124.81,Concluída
1150,1555,25,13,2023-10-09,691129.44,3.33,À vista,1,691129.44,Concluída
1151,1709,28,10,2023-08-05,569675.57,1.8,Financiamento,36,218348.96,Concluída
1152,494,18,10,2024-01-22,874557.35,3.9,Leasing,24,87455.74,Concluída
1153,1877,30,5,2023-12-20,801093.06,14.22,Consórcio,72,0.0,Concluída
1154,886,13,6,2023-06-01,650369.09,5.86,À vista,1,650369.09,Cancelada
1155,1095,10,3,2023-11-10,906274.92,5.04,Financiamento,48,350046.43,Concluída
1156,747,32,3,2023-08-11,859265.86,0.21,À vista,1,859265.86,Concluída
1157,1960,7,14,2023-08-14,2170971.88,7.04,Financiamento,36,525310.66,Cancelada
1158,1136,18,14,2024-10-13,909776.26,0.03,Consórcio,60,0.0,Concluída
1159,696,34,2,2023-05-07,610421.71,5.0,Consórcio,60,0.0,Concluída
1160,514,32,3,2023-05-16,806309.81,6.36,Financiamento,60,192909.62,Concluída
1161,1929,21,2,2024-11-04,472643.89,2.72,Financiamento,36,174848.69,Concluída
1162,395,24,11,2023-07-11,447530.64,2.13,Financiamento,48,159734.46,Concluída
1163,1351,3,9,2024-10-03,913636.63,7.53,Consórcio,72,0.0,Concluída
1164,913,32,4,2023-10-14,820775.85,4.68,À vista,1,820775.85,Concluída
1165,971,30,3,2023-02-01,926608.22,0.78,Financiamento,36,187138.46,Concluída
1166,1601,22,3,2023-12-08,348204.66,11.73,À vista,1,348204.66,Concluída
1167,1309,32,13,2023-03-10,813542.83,5.52,Financiamento,60,288544.67,Concluída
1168,44,25,6,2024-06-15,692201.85,3.18,À vista,1,692201.85,Concluída
1169,858,19,2,2023-04-28,1039393.29,7.88,Financiamento,60,257202.47,Concluída
1170,1015,16,12,2023-03-26,1106176.55,7.36,Leasing,24,110617.66,Concluída
1171,852,15,4,2024-10-18,1313773.15,7.59,Financiamento,24,264963.38,Concluída
1172,1503,30,8,2023-07-18,925954.49,0.85,À vista,1,925954.49,Concluída
1173,1827,4,3,2024-01-18,803336.66,5.55,Financiamento,48,315388.98,Concluída
1174,387,33,14,2023-12-01,1038837.17,1.44,À vista,1,1038837.17,Concluída
1175,1672,16,15,2024-04-27,1019965.47,14.58,À vista,1,1019965.47,Concluída
1176,1871,33,12,2024-06-21,988244.45,6.24,Leasing,24,98824.44,Concluída
1177,195,6,2,2023-11-02,979476.46,8.47,Financiamento,48,363893.33,Concluída
1178,1853,9,5,2024-06-20,584045.35,2.29,À vista,1,584045.35,Concluída
1179,409,4,2,2024-10-27,789217.67,7.21,Financiamento,48,210667.57,Concluída
1180,1129,34,15,2024-02-27,616461.67,4.06,Leasing,48,61646.17,Concluída
1181,1888,34,15,2023-02-19,600847.73,6.49,Financiamento,60,210990.47,Concluída
1182,947,13,2,2024-10-02,685257.17,0.81,À vista,1,685257.17,Concluída
1183,1156,29,11,2023-12-24,651819.16,8.77,À vista,1,651819.16,Concluída
1184,801,1,8,2023-10-10,964820.92,3.21,Consórcio,60,0.0,Concluída
1185,1296,32,10,2024-05-23,823014.64,4.42,À vista,1,823014.64,Cancelada
1186,716,29,6,2023-12-27,655748.8,8.22,À vista,1,655748.8,Cancelada
1187,732,5,2,2023-11-24,1542278.26,1.98,Financiamento,60,500942.71,Cancelada
1188,898,3,8,2024-08-14,944957.36,4.36,Leasing,24,94495.74,Concluída
1189,1788,26,2,2024-01-22,605675.67,0.42,À vista,1,605675.67,Concluída
1190,1694,29,14,2024-12-21,702261.38,1.71,Consórcio,72,0.0,Concluída
1191,1039,36,1,2024-12-09,1311800.69,3.84,À vista,1,1311800.69,Concluída
1192,168,10,2,2023-03-22,893772.6,6.35,Financiamento,36,301922.69,Concluída
1193,1296,4,9,2024-02-07,797297.82,6.26,Financiamento,48,302392.58,Concluída
1194,1207,37,9,2024-06-01,569101.57,7.89,Consórcio,84,0.0,Concluída
1195,349,8,14,2023-02-21,1369395.72,5.22,Financiamento,12,295942.0,Cancelada
1196,548,3,14,2024-05-01,917983.99,7.09,À vista,1,917983.99,Concluída
1197,1574,31,5,2023-07-22,896172.37,1.3,Financiamento,24,326632.35,Concluída
1198,1704,25,5,2024-02-18,697492.38,2.44,Financiamento,48,246275.46,Concluída
1199,551,32,10,2024-10-18,831711.49,3.41,Consórcio,60,0.0,Concluída
1200,1579,35,13,2023-05-18,728376.64,7.74,À vista,1,728376.64,Concluída
1201,904,3,13,2023-12-27,972029.54,1.62,Consórcio,84,0.0,Concluída
1202,313,30,3,2024-06-22,892054.19,4.48,Financiamento,12,350284.34,Cancelada
1203,1002,3,5,2024-12-27,938041.11,5.06,À vista,1,938041.11,Concluída
1204,1631,35,1,2024-12-27,740534.67,6.2,Financiamento,60,188072.65,Concluída
1205,90,18,11,2024-05-13,855719.33,5.97,Leasing,24,85571.93,Cancelada
1206,1701,34,5,2023-11-04,592301.82,7.82,Consórcio,72,0.0,Concluída
1207,244,32,11,2024-09-07,817589.88,5.05,Financiamento,48,264458.19,Concluída
1208,584,31,10,2023-08-08,907158.88,0.09,Leasing,48,90715.89,Concluída
1209,904,11,3,2023-06-25,376725.81,6.75,À vista,1,376725.81,Concluída
1210,100,28,1,2024-05-22,540321.62,6.86,Consórcio,84,0.0,Cancelada
1211,71,20,5,2024-04-07,1787920.44,3.66,Financiamento,12,556965.13,Concluída
1212,450,38,1,2024-06-26,877414.65,2.01,Financiamento,24,321349.37,Concluída
1213,1287,20,3,2023-03-16,1650587.96,11.06,Financiamento,36,643654.42,Concluída
1214,447,4,12,2023-09-09,784539.69,7.76,Financiamento,48,211316.24,Concluída
1215,1152,28,6,2023-10-01,557261.05,3.94,À vista,1,557261.05,Concluída
1216,1218,8,3,2023-10-27,1394679.99,3.47,Financiamento,48,306217.85,Concluída
1217,172,8,6,2023-11-28,1260456.67,12.76,Financiamento,36,308072.02,Concluída
1218,522,30,1,2024-07-06,889532.68,4.75,Consórcio,84,0.0,Concluída
1219,905,18,2,2023-02-22,863818.77,5.08,À vista,1,863818.77,Concluída
1220,106,28,3,2023-09-03,575418.74,0.81,Leasing,48,57541.87,Concluída
1221,393,2,15,2023-10-24,1071684.24,9.11,À vista,1,1071684.24,Concluída
1222,1006,25,6,2023-10-05,680691.37,4.79,À vista,1,680691.37,Concluída
1223,1977,10,13,2024-06-19,887473.72,7.01,Financiamento,24,197199.05,Concluída
1224,1030,37,11,2024-12-07,612783.56,0.82,À vista,1,612783.56,Concluída
1225,262,5,4,2023-02-23,1419707.89,9.77,À vista,1,1419707.89,Concluída
1226,1125,3,13,2024-08-22,967780.99,2.05,Leasing,48,96778.1,Concluída
1227,336,10,13,2024-04-01,914577.98,4.17,Consórcio,72,0.0,Concluída
1228,1229,23,5,2023-08-28,566081.81,2.03,Financiamento,36,118852.45,Concluída
1229,1598,13,8,2024-02-28,681042.97,1.42,Financiamento,48,243839.7,Concluída
1230,1362,36,2,2024-12-04,1244682.77,8.76,Financiamento,60,340367.08,Concluída
1231,478,18,1,2024-06-16,844980.75,7.15,Consórcio,72,0.0,Concluída
1232,1952,9,3,2023-12-24,542443.11,9.25,Leasing,24,54244.31,Concluída
1233,32,18,9,2023-03-09,856083.35,5.93,Financiamento,48,289339.21,Concluída
1234,1785,14,12,2024-12-11,680145.36,2.72,Financiamento,12,215621.96,Concluída
1235,453,18,5,2024-12-07,873283.28,4.04,Financiamento,36,318305.52,Concluída
1236,1890,37,2,2023-06-19,597831.59,3.24,Leasing,24,59783.16,Concluída
1237,438,30,15,2023-12-23,932865.3,0.11,Financiamento,48,329733.42,Concluída
1238,1192,3,10,2023-08-08,927765.54,6.1,Financiamento,24,258375.07,Concluída
1239,968,17,6,2023-01-11,1171500.84,14.41,À vista,1,1171500.84,Concluída
1240,854,25,3,2024-01-03,673113.03,5.85,À vista,1,673113.03,Concluída
1241,243,5,14,2023-03-01,1454008.71,7.59,Financiamento,48,305033.47,Cancelada
1242,494,35,15,2024-11-26,779693.01,1.24,Consórcio,60,0.0,Concluída
1243,895,18,14,2024-07-27,892212.3,1.96,Financiamento,36,287626.01,Concluída
1244,1199,24,9,2023-03-04,428919.73,6.2,Financiamento,48,156691.13,Concluída
1245,1456,31,1,2023-02-11,864665.6,4.77,Financiamento,12,327386.08,Cancelada
1246,1939,19,4,2024-09-17,1033300.46,8.42,Leasing,24,103330.05,Concluída
1247,350,16,3,2023-01-25,1085758.14,9.07,Leasing,48,108575.81,Concluída
1248,596,3,12,2024-03-25,973116.38,1.51,À vista,1,973116.38,Concluída
1249,1282,32,15,2023-08-21,834208.61,3.12,Financiamento,48,177397.52,Concluída
1250,1649,17,11,2023-12-03,1239390.13,9.45,À vista,1,1239390.13,Concluída
1251,1317,11,15,2023-02-02,387876.09,3.99,Consórcio,72,0.0,Concluída
1252,137,10,3,2024-07-28,915150.61,4.11,À vista,1,915150.61,Concluída
1253,529,27,14,2023-10-26,504081.85,4.44,Financiamento,24,162674.55,Concluída
1254,1371,8,6,2023-06-26,1306690.75,9.56,À vista,1,1306690.75,Concluída
1255,608,22,9,2024-08-02,377317.05,4.35,Financiamento,36,126596.72,Concluída
1256,1578,22,9,2024-11-03,391715.45,0.7,À vista,1,391715.45,Concluída
1257,232,10,6,2023-01-22,945690.62,0.91,Financiamento,12,309397.93,Concluída
1258,310,28,13,2023-04-10,554360.46,4.44,À vista,1,554360.46,Concluída
1259,1621,15,13,2024-05-13,1299840.7,8.57,Financiamento,12,464569.17,Concluída
1260,179,10,15,2024-08-08,892436.47,6.49,Consórcio,84,0.0,Concluída
1261,778,35,3,2023-03-15,779377.21,1.28,Financiamento,48,164560.12,Concluída
1262,1651,1,8,2024-10-26,969505.96,2.74,Consórcio,72,0.0,Concluída
1263,1568,19,8,2023-12-11,967520.35,14.25,À vista,1,967520.35,Concluída
1264,1676,30,11,2023-10-15,895229.43,4.14,Consórcio,84,0.0,Concluída
1265,344,17,7,2024-06-19,1223239.05,10.63,Consórcio,60,0.0,Concluída
1266,1967,2,5,2023-07-04,1004475.52,14.81,Leasing,24,100447.55,Concluída
1267,1779,18,13,2023-08-19,862908.72,5.18,Consórcio,60,0.0,Concluída
1268,1551,35,4,2023-04-21,777482.45,1.52,Leasing,48,77748.24,Concluída
1269,141,16,10,2024-05-12,1071548.83,10.26,Consórcio,72,0.0,Concluída
1270,692,19,7,2024-10-24,1009606.08,10.52,À vista,1,1009606.08,Concluída
1271,1968,26,12,2024-10-06,575750.75,5.34,Financiamento,24,155396.87,Concluída
1272,232,34,6,2023-07-26,621730.58,3.24,Financiamento,12,131006.11,Concluída
1273,387,36,2,2023-05-05,1324760.45,2.89,Financiamento,36,489488.6,Concluída
1274,1195,28,5,2024-06-17,547457.06,5.63,À vista,1,547457.06,Concluída
1275,1003,30,3,2024-08-10,920257.75,1.46,Leasing,48,92025.78,Concluída
1276,1851,24,10,2023-05-05,446387.46,2.38,Financiamento,48,94021.26,Concluída
1277,1109,19,2,2024-05-20,1018406.85,9.74,Financiamento,36,245823.6,Concluída
1278,1164,32,8,2024-12-12,851860.63,1.07,Consórcio,60,0.0,Concluída
1279,51,34,10,2023-03-02,631625.83,1.7,Consórcio,60,0.0,Concluída
1280,263,34,9,2023-02-14,638822.38,0.58,Financiamento,36,190772.36,Concluída
1281,953,8,7,2023-07-07,1317671.34,8.8,Financiamento,24,338778.59,Concluída
1282,1561,31,14,2023-07-11,878103.65,3.29,Leasing,24,87810.36,Concluída
1283,1577,14,14,2024-05-23,648403.38,7.26,À vista,1,648403.38,Concluída
1284,739,10,12,2024-07-20,910283.29,4.62,À vista,1,910283.29,Concluída
1285,1807,8,8,2024-06-28,1356825.83,6.09,Financiamento,60,351762.4,Concluída
1286,621,7,3,2024-06-20,2084329.18,10.75,À vista,1,2084329.18,Concluída
1287,301,21,7,2024-06-14,470554.69,3.15,Financiamento,36,110663.63,Concluída
1288,752,10,7,2023-08-04,904366.17,5.24,Financiamento,48,223570.54,Concluída
1289,1212,20,15,2023-11-16,1593242.37,14.15,À vista,1,1593242.37,Concluída
1290,1827,3,2,2023-04-01,928555.97,6.02,À vista,1,928555.97,Concluída
1291,1510,36,13,2023-08-23,1360911.37,0.24,Financiamento,24,355678.85,Concluída
1292,621,3,7,2024-12-20,870360.67,11.91,À vista,1,870360.67,Concluída
1293,1170,13,12,2023-09-08,675032.54,2.29,À vista,1,675032.54,Concluída
1294,750,32,11,2024-06-24,806740.34,6.31,À vista,1,806740.34,Concluída
1295,120,32,13,2024-12-26,805620.95,6.44,Financiamento,48,285077.53,Concluída
1296,1196,10,5,2023-07-13,915436.92,4.08,Consórcio,60,0.0,Concluída
1297,1551,36,9,2023-03-12,1228176.12,9.97,À vista,1,1228176.12,Concluída
1298,263,20,1,2023-03-03,1737441.47,6.38,Leasing,36,173744.15,Concluída
1299,661,28,9,2023-05-18,574142.48,1.03,Financiamento,12,206056.49,Concluída
1300,1574,10,3,2023-06-10,935287.93,2.0,Leasing,36,93528.79,Concluída
1301,1995,36,10,2023-02-21,1327761.66,2.67,Financiamento,60,272865.98,Concluída
1302,1831,9,4,2024-06-02,555473.7,7.07,Financiamento,12,217039.92,Concluída
1303,280,15,7,2023-01-07,1362110.22,4.19,Consórcio,72,0.0,Concluída
1304,262,7,11,2023-10-08,2152989.43,7.81,À vista,1,2152989.43,Concluída
1305,1855,37,1,2024-01-24,597893.38,3.23,À vista,1,597893.38,Concluída
1306,1567,25,14,2023-12-11,669395.36,6.37,À vista,1,669395.36,Concluída
1307,612,31,4,2023-04-06,900349.06,0.84,Financiamento,24,330698.02,Concluída
1308,909,21,3,2023-03-06,481680.87,0.86,Leasing,36,48168.09,Cancelada
1309,1136,6,1,2023-07-01,1019284.75,4.75,Financiamento,24,319977.38,Concluída
1310,1272,8,7,2024-07-21,1369973.65,5.18,Financiamento,12,426501.24,Concluída
1311,1879,10,13,2024-04-07,908660.86,4.79,Financiamento,36,297489.2,Concluída
